Country,Date,Vaccine,Total Vaccinations
France,2021-11,Pfizer/BioNTech,2469177649
France,2021-12,Johnson&Johnson,33558539
France,2021-12,Moderna,438775705
France,2021-12,Oxford/AstraZeneca,243034930
France,2021-12,Pfizer/BioNTech,2882083550
France,2022-01,Johnson&Johnson,33617073
France,2022-01,Moderna,641080740
France,2022-01,Oxford/AstraZeneca,243458267
France,2022-01,Pfizer/BioNTech,3159277432
France,2022-02,Johnson&Johnson,30393060
France,2022-02,Moderna,648935575
France,2022-02,Oxford/AstraZeneca,220018320
France,2022-02,Pfizer/BioNTech,3001732049
France,2022-03,Johnson&Johnson,30405203
France,2022-03,Moderna,657878981
France,2022-03,Oxford/AstraZeneca,220020031
France,2022-03,Pfizer/BioNTech,3047600957
Germany,2020-12,Johnson&Johnson,0
Germany,2020-12,Moderna,48
Germany,2020-12,Novavax,0
Germany,2020-12,Oxford/AstraZeneca,13
Germany,2020-12,Pfizer/BioNTech,524761
Germany,2021-01,Johnson&Johnson,787
Germany,2021-01,Moderna,498401
Germany,2021-01,Novavax,0
Germany,2021-01,Oxford/AstraZeneca,2400
Germany,2021-01,Pfizer/BioNTech,38510856
Germany,2021-02,Johnson&Johnson,1783
Germany,2021-02,Moderna,3196437
Germany,2021-02,Novavax,0
Germany,2021-02,Oxford/AstraZeneca,3691014
Germany,2021-02,Pfizer/BioNTech,116821559
Germany,2021-03,Johnson&Johnson,3234
Germany,2021-03,Moderna,13036187
Germany,2021-03,Novavax,0
Germany,2021-03,Oxford/AstraZeneca,56203490
Germany,2021-03,Pfizer/BioNTech,246271357
Germany,2021-04,Johnson&Johnson,11828
Germany,2021-04,Moderna,35457633
Germany,2021-04,Novavax,0
Germany,2021-04,Oxford/AstraZeneca,132534722
Germany,2021-04,Pfizer/BioNTech,466404209
Germany,2021-05,Johnson&Johnson,3945255
Germany,2021-05,Moderna,90615636
Germany,2021-05,Novavax,0
Germany,2021-05,Oxford/AstraZeneca,239939628
Germany,2021-05,Pfizer/BioNTech,927109235
Germany,2021-06,Johnson&Johnson,42133209
Germany,2021-06,Moderna,158720744
Germany,2021-06,Novavax,0
Germany,2021-06,Oxford/AstraZeneca,310574427
Germany,2021-06,Pfizer/BioNTech,1404667547
Germany,2021-07,Johnson&Johnson,69017012
Germany,2021-07,Moderna,239655130
Germany,2021-07,Novavax,0
Germany,2021-07,Oxford/AstraZeneca,379265702
Germany,2021-07,Pfizer/BioNTech,1961715427
Germany,2021-08,Johnson&Johnson,82415087
Germany,2021-08,Moderna,280166392
Germany,2021-08,Novavax,0
Germany,2021-08,Oxford/AstraZeneca,391592920
Germany,2021-08,Pfizer/BioNTech,2293373353
Germany,2021-09,Johnson&Johnson,91638322
Germany,2021-09,Moderna,286845699
Germany,2021-09,Novavax,0
Germany,2021-09,Oxford/AstraZeneca,380961331
Germany,2021-09,Pfizer/BioNTech,2401381325
Germany,2021-10,Johnson&Johnson,101409070
Germany,2021-10,Moderna,301679138
Germany,2021-10,Novavax,0
Germany,2021-10,Oxford/AstraZeneca,394229689
Germany,2021-10,Pfizer/BioNTech,2618149701
Germany,2021-11,Johnson&Johnson,101543155
Germany,2021-11,Moderna,299925812
Germany,2021-11,Novavax,0
Germany,2021-11,Oxford/AstraZeneca,381879159
Germany,2021-11,Pfizer/BioNTech,2720449962
Germany,2021-12,Johnson&Johnson,110221985
Germany,2021-12,Moderna,543185002
Germany,2021-12,Novavax,0
Germany,2021-12,Oxford/AstraZeneca,394966431
Germany,2021-12,Pfizer/BioNTech,3270606169
Germany,2022-01,Johnson&Johnson,111638279
Germany,2022-01,Moderna,806229204
Germany,2022-01,Novavax,0
Germany,2022-01,Oxford/AstraZeneca,395241568
Germany,2022-01,Pfizer/BioNTech,3605543872
Germany,2022-02,Johnson&Johnson,101381516
Germany,2022-02,Moderna,809256981
Germany,2022-02,Novavax,7670
Germany,2022-02,Oxford/AstraZeneca,357111800
Germany,2022-02,Pfizer/BioNTech,3444939105
Germany,2022-03,Johnson&Johnson,105168403
Germany,2022-03,Moderna,850701160
Germany,2022-03,Novavax,1340875
Germany,2022-03,Oxford/AstraZeneca,369944373
Germany,2022-03,Pfizer/BioNTech,3637176153
Hungary,2021-01,Pfizer/BioNTech,646210
Hungary,2021-01,Moderna,9444
Hungary,2021-02,Moderna,75689
Hungary,2021-02,Oxford/AstraZeneca,148933
Hungary,2021-02,Pfizer/BioNTech,2065429
Hungary,2021-02,Sputnik V,40190
Hungary,2021-02,Sinopharm/Beijing,162077
Hungary,2021-03,Moderna,296818
Hungary,2021-03,Oxford/AstraZeneca,1037638
Hungary,2021-03,Pfizer/BioNTech,3930630
Hungary,2021-03,Sinopharm/Beijing,2053360
Hungary,2021-03,Sputnik V,454673
Hungary,2021-04,Moderna,1144145
Hungary,2021-04,Oxford/AstraZeneca,2988753
Hungary,2021-04,Pfizer/BioNTech,9526402
Hungary,2021-04,Sinopharm/Beijing,5372188
Hungary,2021-04,Sputnik V,4389461
Hungary,2021-04,Johnson&Johnson,0
Hungary,2021-05,Johnson&Johnson,133339
Hungary,2021-05,Moderna,1768747
Hungary,2021-05,Oxford/AstraZeneca,3064898
Hungary,2021-05,Pfizer/BioNTech,12776157
Hungary,2021-05,Sinopharm/Beijing,6389496
Hungary,2021-05,Sputnik V,6457092
Hungary,2021-06,Johnson&Johnson,347975
Hungary,2021-06,Moderna,2401257
Hungary,2021-06,Oxford/AstraZeneca,3992772
Hungary,2021-06,Pfizer/BioNTech,16504904
Hungary,2021-06,Sinopharm/Beijing,7974939
Hungary,2021-06,Sputnik V,7076272
Hungary,2021-07,Johnson&Johnson,553041
Hungary,2021-07,Moderna,3364887
Hungary,2021-07,Oxford/AstraZeneca,6018942
Hungary,2021-07,Pfizer/BioNTech,23821468
Hungary,2021-07,Sinopharm/Beijing,10300383
Hungary,2021-07,Sputnik V,8956794
Hungary,2021-08,Johnson&Johnson,552249
Hungary,2021-08,Moderna,2740867
Hungary,2021-08,Oxford/AstraZeneca,4972914
Hungary,2021-08,Pfizer/BioNTech,20636650
Hungary,2021-08,Sinopharm/Beijing,8335098
Hungary,2021-08,Sputnik V,7192351
Hungary,2021-09,Johnson&Johnson,673614
Hungary,2021-09,Moderna,2838365
Hungary,2021-09,Oxford/AstraZeneca,4984360
Hungary,2021-09,Pfizer/BioNTech,22844417
Hungary,2021-09,Sinopharm/Beijing,8437756
Hungary,2021-09,Sputnik V,7213703
Hungary,2021-10,Johnson&Johnson,990558
Hungary,2021-10,Moderna,3739608
Hungary,2021-10,Oxford/AstraZeneca,6237861
Hungary,2021-10,Pfizer/BioNTech,31228951
Hungary,2021-10,Sinopharm/Beijing,10669339
Hungary,2021-10,Sputnik V,9033516
Hungary,2021-11,Johnson&Johnson,975282
Hungary,2021-11,Moderna,3310628
Hungary,2021-11,Oxford/AstraZeneca,4997367
Hungary,2021-11,Pfizer/BioNTech,28270607
Hungary,2021-11,Sinopharm/Beijing,8648159
Hungary,2021-11,Sputnik V,7229445
Hungary,2021-12,Johnson&Johnson,1508013
Hungary,2021-12,Moderna,4815522
Hungary,2021-12,Oxford/AstraZeneca,6256841
Hungary,2021-12,Pfizer/BioNTech,41523931
Hungary,2021-12,Sinopharm/Beijing,11115925
Hungary,2021-12,Sputnik V,9036960
Hungary,2022-01,Johnson&Johnson,1273939
Hungary,2022-01,Moderna,4049440
Hungary,2022-01,Oxford/AstraZeneca,5007655
Hungary,2022-01,Pfizer/BioNTech,35477877
Hungary,2022-01,Sinopharm/Beijing,9063685
Hungary,2022-02,Johnson&Johnson,1321933
Hungary,2022-02,Moderna,4165529
Hungary,2022-02,Oxford/AstraZeneca,5009190
Hungary,2022-02,Pfizer/BioNTech,36854198
Hungary,2022-02,Sinopharm/Beijing,9164693
Hungary,2022-03,Johnson&Johnson,1001197
Hungary,2022-03,Moderna,3140334
Hungary,2022-03,Oxford/AstraZeneca,3757122
Hungary,2022-03,Pfizer/BioNTech,27870626
Hungary,2022-03,Sinopharm/Beijing,6898663
Iceland,2022-01,Johnson&Johnson,1160
Iceland,2022-01,Moderna,67270
Iceland,2022-01,Oxford/AstraZeneca,26
Iceland,2022-01,Pfizer/BioNTech,852839
Iceland,2022-02,Johnson&Johnson,1986
Iceland,2022-02,Moderna,151217
Iceland,2022-02,Oxford/AstraZeneca,25
Iceland,2022-02,Pfizer/BioNTech,1755314
Iceland,2022-03,Johnson&Johnson,1767
Iceland,2022-03,Moderna,136353
Iceland,2022-03,Oxford/AstraZeneca,21
Iceland,2022-03,Pfizer/BioNTech,1592685
Ireland,2021-01,Pfizer/BioNTech,505576
Ireland,2021-01,Johnson&Johnson,1
Ireland,2021-01,Moderna,5887
Ireland,2021-01,Oxford/AstraZeneca,216
Ireland,2021-02,Johnson&Johnson,24
Ireland,2021-02,Moderna,20838
Ireland,2021-02,Oxford/AstraZeneca,128354
Ireland,2021-02,Pfizer/BioNTech,1247856
Ireland,2021-03,Johnson&Johnson,139
Ireland,2021-03,Moderna,92204
Ireland,2021-03,Oxford/AstraZeneca,542218
Ireland,2021-03,Pfizer/BioNTech,2120446
Ireland,2021-04,Johnson&Johnson,536
Ireland,2021-04,Moderna,308063
Ireland,2021-04,Oxford/AstraZeneca,1393554
Ireland,2021-04,Pfizer/BioNTech,4813008
Ireland,2021-05,Johnson&Johnson,99957
Ireland,2021-05,Moderna,569887
Ireland,2021-05,Oxford/AstraZeneca,2382518
Ireland,2021-05,Pfizer/BioNTech,6630688
Ireland,2021-06,Johnson&Johnson,296402
Ireland,2021-06,Moderna,1183965
Ireland,2021-06,Oxford/AstraZeneca,3143577
Ireland,2021-06,Pfizer/BioNTech,10050816
Ireland,2021-07,Johnson&Johnson,788107
Ireland,2021-07,Moderna,2327104
Ireland,2021-07,Oxford/AstraZeneca,5710805
Ireland,2021-07,Pfizer/BioNTech,17662348
Ireland,2021-08,Johnson&Johnson,921322
Ireland,2021-08,Moderna,2208361
Ireland,2021-08,Oxford/AstraZeneca,4765228
Ireland,2021-08,Pfizer/BioNTech,18204609
Ireland,2021-09,Johnson&Johnson,944470
Ireland,2021-09,Moderna,2280997
Ireland,2021-09,Oxford/AstraZeneca,4770661
Ireland,2021-09,Pfizer/BioNTech,20386562
Ireland,2021-10,Johnson&Johnson,1187411
Ireland,2021-10,Moderna,2858490
Ireland,2021-10,Oxford/AstraZeneca,5964907
Ireland,2021-10,Pfizer/BioNTech,27079531
Ireland,2021-11,Johnson&Johnson,950520
Ireland,2021-11,Moderna,2287140
Ireland,2021-11,Oxford/AstraZeneca,4772316
Ireland,2021-11,Pfizer/BioNTech,23677123
Ireland,2021-12,Johnson&Johnson,1188818
Ireland,2021-12,Moderna,3991064
Ireland,2021-12,Oxford/AstraZeneca,4772380
Ireland,2021-12,Pfizer/BioNTech,34496943
Ireland,2022-01,Johnson&Johnson,951569
Ireland,2022-01,Moderna,4617187
Ireland,2022-01,Oxford/AstraZeneca,4772423
Ireland,2022-01,Pfizer/BioNTech,30512270
Ireland,2022-02,Johnson&Johnson,951747
Ireland,2022-02,Moderna,4705696
Ireland,2022-02,Pfizer/BioNTech,31563027
Ireland,2022-02,Oxford/AstraZeneca,1193109
Ireland,2022-03,Johnson&Johnson,475910
Ireland,2022-03,Moderna,4707509
Ireland,2022-03,Pfizer/BioNTech,32095253
Italy,2020-12,Moderna,41
Italy,2020-12,Pfizer/BioNTech,81716
Italy,2021-01,Moderna,257718
Italy,2021-01,Pfizer/BioNTech,32466801
Italy,2021-01,Johnson&Johnson,66
Italy,2021-01,Oxford/AstraZeneca,44
Italy,2021-02,Moderna,2016045
Italy,2021-02,Oxford/AstraZeneca,2162829
Italy,2021-02,Pfizer/BioNTech,85719425
Italy,2021-02,Johnson&Johnson,95
Italy,2021-03,Johnson&Johnson,2846
Italy,2021-03,Moderna,10181070
Italy,2021-03,Oxford/AstraZeneca,36962897
Italy,2021-03,Pfizer/BioNTech,180261526
Italy,2021-04,Johnson&Johnson,237562
Italy,2021-04,Moderna,30671252
Italy,2021-04,Oxford/AstraZeneca,96061214
Italy,2021-04,Pfizer/BioNTech,324092450
Italy,2021-05,Johnson&Johnson,9646623
Italy,2021-05,Moderna,73194855
Italy,2021-05,Oxford/AstraZeneca,184357669
Italy,2021-05,Pfizer/BioNTech,598781680
Italy,2021-06,Johnson&Johnson,33191338
Italy,2021-06,Moderna,125057991
Italy,2021-06,Oxford/AstraZeneca,244622584
Italy,2021-06,Pfizer/BioNTech,918866129
Italy,2021-07,Johnson&Johnson,40294208
Italy,2021-07,Moderna,187171276
Italy,2021-07,Oxford/AstraZeneca,322399827
Italy,2021-07,Pfizer/BioNTech,1336550751
Italy,2021-08,Johnson&Johnson,43820019
Italy,2021-08,Moderna,255737312
Italy,2021-08,Oxford/AstraZeneca,371939810
Italy,2021-08,Pfizer/BioNTech,1626601002
Italy,2021-09,Johnson&Johnson,44105591
Italy,2021-09,Moderna,303123155
Italy,2021-09,Oxford/AstraZeneca,364441387
Italy,2021-09,Pfizer/BioNTech,1743956044
Italy,2021-10,Johnson&Johnson,46278520
Italy,2021-10,Moderna,344195447
Italy,2021-10,Oxford/AstraZeneca,377037086
Italy,2021-10,Pfizer/BioNTech,1948287109
Italy,2021-11,Johnson&Johnson,44971250
Italy,2021-11,Moderna,356020719
Italy,2021-11,Pfizer/BioNTech,2022514545
Italy,2021-11,Oxford/AstraZeneca,279805085
Italy,2021-12,Johnson&Johnson,46561639
Italy,2021-12,Moderna,534888630
Italy,2021-12,Pfizer/BioNTech,2275827586
Italy,2021-12,Oxford/AstraZeneca,121655197
Italy,2022-01,Johnson&Johnson,46657597
Italy,2022-01,Moderna,827826298
Italy,2022-01,Oxford/AstraZeneca,24331053
Italy,2022-01,Pfizer/BioNTech,2475211179
Italy,2022-02,Johnson&Johnson,42194278
Italy,2022-02,Moderna,906446075
Italy,2022-02,Pfizer/BioNTech,2409616852
Italy,2022-02,Novavax,1060
Italy,2022-03,Moderna,969165791
Italy,2022-03,Novavax,506842
Italy,2022-03,Pfizer/BioNTech,2553438280
Italy,2022-03,Johnson&Johnson,24115475
Latvia,2020-12,Moderna,23
Latvia,2020-12,Pfizer/BioNTech,6981
Latvia,2021-01,Pfizer/BioNTech,402605
Latvia,2021-01,Johnson&Johnson,6
Latvia,2021-01,Moderna,18657
Latvia,2021-01,Oxford/AstraZeneca,297
Latvia,2021-01,Sinopharm/Beijing,6
Latvia,2021-02,Moderna,83509
Latvia,2021-02,Oxford/AstraZeneca,206381
Latvia,2021-02,Pfizer/BioNTech,877576
Latvia,2021-02,Sinopharm/Beijing,22
Latvia,2021-02,Johnson&Johnson,9
Latvia,2021-02,Sinovac,1
Latvia,2021-03,Moderna,343531
Latvia,2021-03,Oxford/AstraZeneca,1705794
Latvia,2021-03,Pfizer/BioNTech,1127427
Latvia,2021-03,Johnson&Johnson,106
Latvia,2021-03,Sinovac,2
Latvia,2021-03,Sinopharm/Beijing,38
Latvia,2021-04,Johnson&Johnson,1475
Latvia,2021-04,Moderna,1242973
Latvia,2021-04,Oxford/AstraZeneca,3524657
Latvia,2021-04,Pfizer/BioNTech,1704541
Latvia,2021-04,Sinopharm/Beijing,54
Latvia,2021-04,Sinovac,18
Latvia,2021-05,Johnson&Johnson,188810
Latvia,2021-05,Moderna,3477741
Latvia,2021-05,Oxford/AstraZeneca,5320447
Latvia,2021-05,Pfizer/BioNTech,7577570
Latvia,2021-05,Sinopharm/Beijing,51
Latvia,2021-05,Sinovac,17
Latvia,2021-06,Johnson&Johnson,1142046
Latvia,2021-06,Moderna,5511872
Latvia,2021-06,Oxford/AstraZeneca,6723630
Latvia,2021-06,Pfizer/BioNTech,16035190
Latvia,2021-06,Sinopharm/Beijing,60
Latvia,2021-07,Johnson&Johnson,2486459
Latvia,2021-07,Moderna,6680292
Latvia,2021-07,Oxford/AstraZeneca,7993675
Latvia,2021-07,Pfizer/BioNTech,21173865
Latvia,2021-07,Sinopharm/Beijing,72
Latvia,2021-08,Johnson&Johnson,3251600
Latvia,2021-08,Moderna,7047227
Latvia,2021-08,Oxford/AstraZeneca,8097914
Latvia,2021-08,Pfizer/BioNTech,25034252
Latvia,2021-08,Sinopharm/Beijing,53
Latvia,2021-09,Johnson&Johnson,3468974
Latvia,2021-09,Moderna,7199575
Latvia,2021-09,Oxford/AstraZeneca,7847613
Latvia,2021-09,Pfizer/BioNTech,28113649
Latvia,2021-10,Johnson&Johnson,5641249
Latvia,2021-10,Moderna,8001710
Latvia,2021-10,Oxford/AstraZeneca,5758637
Latvia,2021-10,Pfizer/BioNTech,33680556
Latvia,2021-11,Johnson&Johnson,7707571
Latvia,2021-11,Moderna,10303303
Latvia,2021-11,Oxford/AstraZeneca,5766313
Latvia,2021-11,Pfizer/BioNTech,38243733
Latvia,2021-12,Johnson&Johnson,8661070
Latvia,2021-12,Moderna,15584352
Latvia,2021-12,Pfizer/BioNTech,43093636
Latvia,2021-12,Oxford/AstraZeneca,3936956
Latvia,2022-01,Moderna,19637478
Latvia,2022-01,Pfizer/BioNTech,46626471
Latvia,2022-01,Johnson&Johnson,8636858
Latvia,2022-01,Oxford/AstraZeneca,2625473
Latvia,2022-02,Johnson&Johnson,8170069
Latvia,2022-02,Moderna,19485579
Latvia,2022-02,Oxford/AstraZeneca,1575502
Latvia,2022-02,Pfizer/BioNTech,44239540
Latvia,2022-02,Novavax,4
Latvia,2022-03,Johnson&Johnson,7907553
Latvia,2022-03,Moderna,19825642
Latvia,2022-03,Novavax,2185
Latvia,2022-03,Pfizer/BioNTech,44873889
Latvia,2022-03,Oxford/AstraZeneca,525193
Liechtenstein,2021-01,Johnson&Johnson,0
Liechtenstein,2021-01,Moderna,394
Liechtenstein,2021-01,Pfizer/BioNTech,848
Liechtenstein,2021-02,Johnson&Johnson,0
Liechtenstein,2021-02,Moderna,3226
Liechtenstein,2021-02,Pfizer/BioNTech,3585
Liechtenstein,2021-03,Johnson&Johnson,0
Liechtenstein,2021-03,Moderna,8570
Liechtenstein,2021-03,Pfizer/BioNTech,8940
Liechtenstein,2021-04,Johnson&Johnson,0
Liechtenstein,2021-04,Moderna,23326
Liechtenstein,2021-04,Pfizer/BioNTech,25378
Liechtenstein,2021-05,Johnson&Johnson,0
Liechtenstein,2021-05,Moderna,38968
Liechtenstein,2021-05,Pfizer/BioNTech,33562
Liechtenstein,2021-06,Johnson&Johnson,0
Liechtenstein,2021-06,Moderna,72390
Liechtenstein,2021-06,Pfizer/BioNTech,41445
Liechtenstein,2021-07,Johnson&Johnson,0
Liechtenstein,2021-07,Moderna,131855
Liechtenstein,2021-07,Pfizer/BioNTech,57453
Liechtenstein,2021-08,Johnson&Johnson,0
Liechtenstein,2021-08,Moderna,117294
Liechtenstein,2021-08,Pfizer/BioNTech,50185
Liechtenstein,2021-09,Johnson&Johnson,0
Liechtenstein,2021-09,Moderna,124916
Liechtenstein,2021-09,Pfizer/BioNTech,56095
Liechtenstein,2021-10,Johnson&Johnson,108
Liechtenstein,2021-10,Moderna,167045
Liechtenstein,2021-10,Pfizer/BioNTech,74156
Liechtenstein,2021-11,Johnson&Johnson,672
Liechtenstein,2021-11,Moderna,140619
Liechtenstein,2021-11,Pfizer/BioNTech,60148
Liechtenstein,2021-12,Johnson&Johnson,1062
Liechtenstein,2021-12,Moderna,203422
Liechtenstein,2021-12,Pfizer/BioNTech,93740
Liechtenstein,2022-01,Johnson&Johnson,976
Liechtenstein,2022-01,Moderna,182430
Liechtenstein,2022-01,Pfizer/BioNTech,86758
Liechtenstein,2022-02,Johnson&Johnson,1043
Liechtenstein,2022-02,Moderna,187571
Liechtenstein,2022-02,Pfizer/BioNTech,90502
Liechtenstein,2022-03,Johnson&Johnson,785
Liechtenstein,2022-03,Moderna,141088
Liechtenstein,2022-03,Pfizer/BioNTech,68504
Lithuania,2021-01,Pfizer/BioNTech,234891
Lithuania,2021-01,Moderna,5794
Lithuania,2021-02,Moderna,31487
Lithuania,2021-02,Pfizer/BioNTech,619626
Lithuania,2021-02,Oxford/AstraZeneca,54546
Lithuania,2021-03,Moderna,107459
Lithuania,2021-03,Oxford/AstraZeneca,298521
Lithuania,2021-03,Pfizer/BioNTech,1126178
Lithuania,2021-04,Moderna,331492
Lithuania,2021-04,Oxford/AstraZeneca,902940
Lithuania,2021-04,Pfizer/BioNTech,2675100
Lithuania,2021-04,Johnson&Johnson,250
Lithuania,2021-05,Johnson&Johnson,32223
Lithuania,2021-05,Moderna,497182
Lithuania,2021-05,Oxford/AstraZeneca,1169983
Lithuania,2021-05,Pfizer/BioNTech,3833257
Lithuania,2021-06,Johnson&Johnson,148978
Lithuania,2021-06,Moderna,725514
Lithuania,2021-06,Oxford/AstraZeneca,1548487
Lithuania,2021-06,Pfizer/BioNTech,5495368
Lithuania,2021-07,Johnson&Johnson,341074
Lithuania,2021-07,Moderna,1077273
Lithuania,2021-07,Oxford/AstraZeneca,2416540
Lithuania,2021-07,Pfizer/BioNTech,8280075
Lithuania,2021-08,Johnson&Johnson,584396
Lithuania,2021-08,Moderna,949422
Lithuania,2021-08,Oxford/AstraZeneca,2108893
Lithuania,2021-08,Pfizer/BioNTech,7671617
Lithuania,2021-09,Johnson&Johnson,736906
Lithuania,2021-09,Moderna,1025940
Lithuania,2021-09,Oxford/AstraZeneca,2130120
Lithuania,2021-09,Pfizer/BioNTech,8555520
Lithuania,2021-10,Johnson&Johnson,1059567
Lithuania,2021-10,Moderna,1348828
Lithuania,2021-10,Oxford/AstraZeneca,2671827
Lithuania,2021-10,Pfizer/BioNTech,11443931
Lithuania,2021-11,Johnson&Johnson,962892
Lithuania,2021-11,Moderna,1103472
Lithuania,2021-11,Oxford/AstraZeneca,2143479
Lithuania,2021-11,Pfizer/BioNTech,9938537
Lithuania,2021-12,Johnson&Johnson,1352086
Lithuania,2021-12,Moderna,1466835
Lithuania,2021-12,Oxford/AstraZeneca,2681751
Lithuania,2021-12,Pfizer/BioNTech,14240812
Lithuania,2022-01,Johnson&Johnson,1162547
Lithuania,2022-01,Moderna,1280353
Lithuania,2022-01,Oxford/AstraZeneca,2145908
Lithuania,2022-01,Pfizer/BioNTech,12715940
Lithuania,2022-02,Johnson&Johnson,1175677
Lithuania,2022-02,Moderna,1307341
Lithuania,2022-02,Oxford/AstraZeneca,2145959
Lithuania,2022-02,Pfizer/BioNTech,13084204
Lithuania,2022-03,Johnson&Johnson,883701
Lithuania,2022-03,Moderna,983075
Lithuania,2022-03,Oxford/AstraZeneca,1609477
Lithuania,2022-03,Pfizer/BioNTech,9859265
Luxembourg,2021-01,Pfizer/BioNTech,17448
Luxembourg,2021-01,Moderna,698
Luxembourg,2021-02,Moderna,4837
Luxembourg,2021-02,Oxford/AstraZeneca,8593
Luxembourg,2021-02,Pfizer/BioNTech,64627
Luxembourg,2021-03,Moderna,13127
Luxembourg,2021-03,Oxford/AstraZeneca,34993
Luxembourg,2021-03,Pfizer/BioNTech,168955
Luxembourg,2021-04,Moderna,50241
Luxembourg,2021-04,Oxford/AstraZeneca,168645
Luxembourg,2021-04,Pfizer/BioNTech,482733
Luxembourg,2021-04,Johnson&Johnson,6871
Luxembourg,2021-05,Johnson&Johnson,35646
Luxembourg,2021-05,Moderna,104192
Luxembourg,2021-05,Oxford/AstraZeneca,215688
Luxembourg,2021-05,Pfizer/BioNTech,767772
Luxembourg,2021-06,Johnson&Johnson,73768
Luxembourg,2021-06,Moderna,163855
Luxembourg,2021-06,Oxford/AstraZeneca,326152
Luxembourg,2021-06,Pfizer/BioNTech,1199254
Luxembourg,2021-07,Johnson&Johnson,150850
Luxembourg,2021-07,Moderna,295140
Luxembourg,2021-07,Oxford/AstraZeneca,510517
Luxembourg,2021-07,Pfizer/BioNTech,2117722
Luxembourg,2021-08,Johnson&Johnson,135333
Luxembourg,2021-08,Moderna,276597
Luxembourg,2021-08,Oxford/AstraZeneca,419789
Luxembourg,2021-08,Pfizer/BioNTech,1948506
Luxembourg,2021-09,Johnson&Johnson,144863
Luxembourg,2021-09,Moderna,279617
Luxembourg,2021-09,Oxford/AstraZeneca,420734
Luxembourg,2021-09,Pfizer/BioNTech,2012272
Luxembourg,2021-10,Johnson&Johnson,190577
Luxembourg,2021-10,Moderna,350810
Luxembourg,2021-10,Oxford/AstraZeneca,526183
Luxembourg,2021-10,Pfizer/BioNTech,2636625
Luxembourg,2021-11,Johnson&Johnson,158171
Luxembourg,2021-11,Moderna,286195
Luxembourg,2021-11,Oxford/AstraZeneca,421026
Luxembourg,2021-11,Pfizer/BioNTech,2320016
Luxembourg,2021-12,Johnson&Johnson,203067
Luxembourg,2021-12,Moderna,707910
Luxembourg,2021-12,Oxford/AstraZeneca,526335
Luxembourg,2021-12,Pfizer/BioNTech,3179046
Luxembourg,2022-01,Johnson&Johnson,165395
Luxembourg,2022-01,Moderna,1034962
Luxembourg,2022-01,Oxford/AstraZeneca,421068
Luxembourg,2022-01,Pfizer/BioNTech,2688370
Luxembourg,2022-02,Johnson&Johnson,165966
Luxembourg,2022-02,Moderna,1177336
Luxembourg,2022-02,Oxford/AstraZeneca,421068
Luxembourg,2022-02,Pfizer/BioNTech,2771148
Luxembourg,2022-02,Novavax,0
Luxembourg,2022-03,Johnson&Johnson,166056
Luxembourg,2022-03,Moderna,1196741
Luxembourg,2022-03,Novavax,532
Luxembourg,2022-03,Oxford/AstraZeneca,421068
Luxembourg,2022-03,Pfizer/BioNTech,2786133
Malta,2021-01,Pfizer/BioNTech,61039
Malta,2021-01,Oxford/AstraZeneca,22
Malta,2021-01,Moderna,5
Malta,2021-02,Moderna,2909
Malta,2021-02,Oxford/AstraZeneca,19446
Malta,2021-02,Pfizer/BioNTech,225591
Malta,2021-02,Johnson&Johnson,5
Malta,2021-03,Moderna,16766
Malta,2021-03,Oxford/AstraZeneca,185106
Malta,2021-03,Pfizer/BioNTech,437336
Malta,2021-03,Johnson&Johnson,13
Malta,2021-04,Moderna,75677
Malta,2021-04,Oxford/AstraZeneca,471305
Malta,2021-04,Pfizer/BioNTech,945447
Malta,2021-04,Johnson&Johnson,20
Malta,2021-05,Johnson&Johnson,24445
Malta,2021-05,Moderna,104097
Malta,2021-05,Oxford/AstraZeneca,583478
Malta,2021-05,Pfizer/BioNTech,1218689
Malta,2021-06,Johnson&Johnson,46898
Malta,2021-06,Moderna,145227
Malta,2021-06,Oxford/AstraZeneca,753165
Malta,2021-06,Pfizer/BioNTech,1584066
Malta,2021-07,Johnson&Johnson,96543
Malta,2021-07,Moderna,211337
Malta,2021-07,Oxford/AstraZeneca,1113781
Malta,2021-07,Pfizer/BioNTech,2243709
Malta,2021-08,Johnson&Johnson,118206
Malta,2021-08,Moderna,171565
Malta,2021-08,Oxford/AstraZeneca,909818
Malta,2021-08,Pfizer/BioNTech,1937764
Malta,2021-09,Johnson&Johnson,122320
Malta,2021-09,Moderna,171994
Malta,2021-09,Oxford/AstraZeneca,910069
Malta,2021-09,Pfizer/BioNTech,1990731
Malta,2021-10,Johnson&Johnson,154884
Malta,2021-10,Moderna,220069
Malta,2021-10,Oxford/AstraZeneca,1137971
Malta,2021-10,Pfizer/BioNTech,2664896
Malta,2021-11,Johnson&Johnson,125674
Malta,2021-11,Moderna,272670
Malta,2021-11,Oxford/AstraZeneca,910570
Malta,2021-11,Pfizer/BioNTech,2257049
Malta,2021-12,Johnson&Johnson,159177
Malta,2021-12,Moderna,611114
Malta,2021-12,Oxford/AstraZeneca,1138406
Malta,2021-12,Pfizer/BioNTech,3079122
Malta,2022-01,Johnson&Johnson,128282
Malta,2022-01,Moderna,865606
Malta,2022-01,Oxford/AstraZeneca,910952
Malta,2022-01,Pfizer/BioNTech,2691521
Malta,2022-02,Johnson&Johnson,129011
Malta,2022-02,Moderna,926400
Malta,2022-02,Oxford/AstraZeneca,911124
